Model,Dataset,Dimension,Type,MSE,RMSE,MAE,Spearman,Kendall,Pearson
dsr1,Dialsumm,coherence,discrete_R2CCP,0.21483222857142856,0.46329984034889043,0.347127619047619,0.6150242392984436,0.511251023642848,0.6973575197559859
dsr1,Dialsumm,fluency,continuous_R2CCP,0.1845761111111111,0.42939062684204826,0.3148910052910053,0.4597910137018528,0.3560114504374723,0.5397850338605445
dsr1,Dialsumm,fluency,discrete_R2CCP,0.18835765211640212,0.43376427648372307,0.31405105820105816,0.45478788778745305,0.38886746936002536,0.53146190718207
dsr1,Dialsumm,relevance,continuous_R2CCP,0.34816113137755106,0.5899298202801482,0.44974974489795916,0.7212417720055111,0.5634934117184028,0.7747077810891413
dsr1,Dialsumm,relevance,discrete_R2CCP,0.35236797448979595,0.5934759185539384,0.45004795918367346,0.7158576866247023,0.580726720943103,0.7712443877071927
dsr1,GEval,cosmos,continuous_R2CCP,1.9307938775510205,1.387975854686174,1.1721768707482993,0.43995195711534374,0.3438883008653499,0.41196000350362283
dsr1,GEval,cosmos,discrete_R2CCP,1.9364795918367348,1.3897535598731074,1.1654761904761906,0.4069391207157444,0.3446227224408337,0.39306744191580323
dsr1,GEval,drop,continuous_R2CCP,1.4846930634920634,1.2169194703639148,1.0030222222222223,0.4912260967621511,0.37967911568563384,0.5343021714033773
dsr1,GEval,drop,discrete_R2CCP,1.5177777777777777,1.2300350766483479,0.9990476190476191,0.47757508455685754,0.40606313635302765,0.5208991927570424
dsr1,GEval,esnli,continuous_R2CCP,0.904486220760234,0.9466538393274277,0.8024780701754386,0.4227247903114445,0.3341687754179192,0.39486938235297475
dsr1,GEval,esnli,discrete_R2CCP,0.9157529239766082,0.9526502707695493,0.7916666666666666,0.40481192128679166,0.35468533342833897,0.3784689239693543
dsr1,GEval,gsm8k,continuous_R2CCP,2.2321269333333333,1.4913746981417442,1.28311,0.5398055218991452,0.4319128099339903,0.5562156038163952
dsr1,GEval,gsm8k,discrete_R2CCP,2.2564374999999997,1.499162780139059,1.28125,0.5392843520876673,0.4717897773962148,0.5453689258861619
dsr1,SocREval,cosmos,continuous_R2CCP,1.8532169132653062,1.3597251709016107,1.1508316326530612,0.4677305926775282,0.361585683250822,0.463031881644204
dsr1,SocREval,cosmos,discrete_R2CCP,1.8751488095238096,1.367547443901718,1.1460034013605442,0.44893942579196894,0.3811655034006496,0.44697567589280035
dsr1,SocREval,drop,continuous_R2CCP,1.264137261904762,1.1221279233302133,0.9136079365079366,0.6021866304069018,0.4760858703984811,0.6326436219880291
dsr1,SocREval,drop,discrete_R2CCP,1.2895238095238095,1.1332581938793456,0.906984126984127,0.5946920269971824,0.5152591269560676,0.6188740419946142
dsr1,SocREval,esnli,continuous_R2CCP,0.7165178728070175,0.8437915352892413,0.7078679337231969,0.6145842204643455,0.48977972606522674,0.6095199627628584
dsr1,SocREval,esnli,discrete_R2CCP,0.7343140838206628,0.8542819413820302,0.6952972709551657,0.5798231521608966,0.5171855979246246,0.5838815328705782
dsr1,SocREval,gsm8k,continuous_R2CCP,1.848708725,1.3489989950398602,1.0481583333333333,0.5950729514515055,0.47737949980554156,0.6775726868728501
dsr1,SocREval,gsm8k,discrete_R2CCP,1.8908541666666667,1.3643347630712983,1.0450833333333334,0.6368932160989981,0.577416508493214,0.6613778080518687
qwen,Summeval,consistency,continuous_R2CCP,0.46867570581896556,0.6838068978748512,0.3957631465517242,0.46454307895728025,0.3783069842996181,0.6981487810605904
qwen,Summeval,consistency,discrete_R2CCP,0.46896645043103447,0.6839393265043909,0.38658318965517247,0.5376682420142974,0.49767155552360576,0.6975358224381242
qwen,Summeval,coherence,continuous_R2CCP,0.6748812165948276,0.8213812254463425,0.6594459051724137,0.6029644272565817,0.44394388743811336,0.6134418421351139
qwen,Summeval,coherence,discrete_R2CCP,0.6775616659482759,0.8230122563008182,0.6587215517241379,0.6004912482861243,0.4563259594968846,0.6115615454780794
qwen,Summeval,fluency,continuous_R2CCP,0.4140670135416667,0.6431104969195299,0.4859222916666667,0.3399768636373681,0.26867085726243073,0.5360603426666383
qwen,Summeval,fluency,discrete_R2CCP,0.415914040625,0.6445634599445105,0.48456812499999996,0.34151567365505525,0.306445567096628,0.5316363864290362
qwen,Summeval,relevance,continuous_R2CCP,0.40681573125,0.637665133595886,0.5015758333333333,0.570950367767907,0.4253805827387421,0.6076456911144551
qwen,Summeval,relevance,discrete_R2CCP,0.4110858114583333,0.6410094378843819,0.501131875,0.5655828715423658,0.44361751410113587,0.6024467969382928
qwen,Dialsumm,consistency,continuous_R2CCP,0.37004838903061227,0.6081076919630741,0.46697525510204085,0.736867124154662,0.5769261988369944,0.8070329659295062
qwen,Dialsumm,consistency,discrete_R2CCP,0.3729557767857143,0.6104814869519121,0.4665757653061225,0.7336118640623788,0.5967526033600938,0.8050853824657889
qwen,Dialsumm,coherence,continuous_R2CCP,0.241075675,0.4908245750290992,0.38140071428571426,0.5827693599306933,0.44984120655691606,0.6519975631277215
qwen,Dialsumm,coherence,discrete_R2CCP,0.24502015833333332,0.49482443859816905,0.37964023809523806,0.5736373340427328,0.47146825253617447,0.644485669001836
qwen,Dialsumm,fluency,continuous_R2CCP,0.16931428174603175,0.41111263735610126,0.30556904761904763,0.48866848679647734,0.3799356902769176,0.5940476812870555
qwen,Dialsumm,fluency,discrete_R2CCP,0.17363670370370368,0.41626756522129255,0.30552063492063486,0.48500025774652755,0.41934287445497587,0.5833168101018783
qwen,Dialsumm,relevance,continuous_R2CCP,0.3110565522959184,0.557590592754554,0.4240364795918367,0.7273281819662153,0.5778348193456883,0.8015443752501729
qwen,Dialsumm,relevance,discrete_R2CCP,0.3152320127551021,0.5613165120239972,0.4239301020408163,0.7217352057832461,0.5941530010720396,0.7982944693880726
qwen,GEval,cosmos,continuous_R2CCP,1.992211530612245,1.4096774650590076,1.207125850340136,0.4285567834569337,0.32905091009128745,0.39624489251269185
qwen,GEval,cosmos,discrete_R2CCP,2.0044005102040816,1.4136150042395172,1.2000850340136053,0.3903195728896139,0.32694360871406775,0.3838070216664377
qwen,GEval,drop,continuous_R2CCP,1.788711753968254,1.3205084038064947,1.1243095238095238,0.583779632181755,0.4531075496577345,0.6222001491929974
qwen,GEval,drop,discrete_R2CCP,1.801309523809524,1.3258628116540543,1.120952380952381,0.5729487693142344,0.4865300023603415,0.608293964187535
qwen,GEval,esnli,continuous_R2CCP,0.7961806408382066,0.8902721104733987,0.7273318713450293,0.4711983956221201,0.3721393911821484,0.4759016090001814
qwen,GEval,esnli,discrete_R2CCP,0.8157590155945419,0.9008341987417902,0.7162524366471735,0.45498278142758863,0.40010189804764423,0.4631785853644442
qwen,GEval,gsm8k,continuous_R2CCP,2.02090585,1.4180232495003475,1.1741833333333331,0.5657885473481664,0.46012236483587715,0.5965622976409747
qwen,GEval,gsm8k,discrete_R2CCP,2.0437708333333333,1.4260950553216043,1.17325,0.5784242758220219,0.5112534789479543,0.5886325547518341
qwen,SocREval,cosmos,continuous_R2CCP,1.8973872789115647,1.37652718235647,1.1619183673469389,0.4460977924938797,0.3484745395923942,0.4376948904498175
qwen,SocREval,cosmos,discrete_R2CCP,1.910204081632653,1.3810135350660289,1.155612244897959,0.44214675345809273,0.3752137279100471,0.42992733196947464
qwen,SocREval,drop,continuous_R2CCP,1.3777551904761904,1.1709281048876967,0.9679968253968254,0.5561888465797765,0.45617156573156986,0.5928050963935799
qwen,SocREval,drop,discrete_R2CCP,1.4026388888888888,1.1805853529376518,0.9645238095238096,0.5406938123752878,0.4696079716639799,0.5762724498482713
qwen,SocREval,esnli,continuous_R2CCP,0.6085859892787524,0.7743787004838927,0.656384015594542,0.5968918493341202,0.48158341960942475,0.6685887641599365
qwen,SocREval,esnli,discrete_R2CCP,0.6316094054580896,0.7885579852041636,0.6524122807017544,0.5952455738131573,0.5328571362556709,0.6505523837352281
qwen,SocREval,gsm8k,continuous_R2CCP,1.8233830583333335,1.3403619034108054,1.063355,0.6480141935009487,0.5564072700867201,0.6723332169554187
qwen,SocREval,gsm8k,discrete_R2CCP,1.8492291666666667,1.3501491107572827,1.0565833333333334,0.6527569711462712,0.5956675546210529,0.6602923529232086
